-0.00855211 -0.013439 0.0122173 -1.09352 -0.935593 9.84885 1.35905 48.3998 -70.4077
-0.00855211 -0.0171042 0.00488692 -1.06481 -0.985843 9.84646 0.657606 48.8821 -71.0653
0.00366519 -0.0232129 -0.00244346 -1.11266 -0.971485 9.88474 0.350723 48.6629 -70.4077
-0.00244346 -0.0109956 0.00733038 -1.10309 -0.983449 9.85843 0.569925 48.3998 -70.1447
-0.00488692 -0.013439 0.00488692 -1.0983 -0.947557 9.8345 0.482245 48.7944 -69.7939
-0.00488692 -0.0122173 0.00122173 -1.10548 -0.995414 9.92781 0.569925 48.9259 -70.1008
-0.00488692 -0.0183259 0.00366519 -1.07198 -0.969093 9.87039 0.394564 48.6629 -70.7146
0.0 -0.00855211 0.00610865 -1.07677 -0.911665 9.89431 0.569925 48.6629 -70.2762
-0.00488692 -0.00977384 0.00855211 -1.01934 -0.973878 9.84885 0.964489 48.6629 -70.89
-0.00366519 -0.0109956 0.0 -1.07198 -0.971485 9.87517 0.482245 48.4437 -69.8816
-0.00122173 -0.0158825 0.0 -1.09352 -0.954736 9.84407 1.09601 47.8299 -70.583
-0.00610865 -0.0207694 0.00244346 -1.13898 -0.978664 9.84167 0.701447 48.6629 -69.6624
-0.00610865 -0.0122173 0.00122173 -1.08395 -0.952343 9.82492 -0.394564 48.8382 -70.2762
-0.00244346 -0.0122173 0.00488692 -1.10309 -0.997807 9.82971 -0.175362 48.9259 -71.0215
-0.00733038 -0.0183259 0.0 -1.0672 -0.988235 9.84167 0.701447 48.8382 -70.2323
-0.00122173 -0.0171042 0.00244346 -1.06959 -0.9667 9.84885 0.394564 48.8382 -70.1885
-0.00244346 -0.0158825 0.00610865 -1.05523 -0.993021 9.8991 0.920649 48.3998 -71.0653
-0.00244346 -0.0146608 0.00977384 -1.05045 -0.978664 9.8321 0.701447 48.5313 -70.4515
0.0 -0.0158825 0.00366519 -1.06002 -0.964307 9.83689 0.306883 48.7944 -70.2762
0.0 -0.013439 0.00488692 -1.02652 -0.985843 9.8345 0.394564 48.5752 -70.7584
-0.00733038 -0.0158825 0.00244346 -1.07677 -0.952343 9.91585 0.306883 48.3121 -70.2323
-0.00733038 -0.0195477 0.0 -1.07198 -0.942772 9.85603 0.175362 48.4437 -70.2323
-0.00488692 -0.0183259 0.00610865 -1.03609 -1.01456 9.86082 0.701447 48.5752 -70.1447
-0.00244346 -0.00733038 -0.00122173 -1.1007 -0.957129 9.85603 0.175362 48.9697 -70.7146
-0.00488692 -0.0158825 0.00610865 -1.11505 -0.942772 9.88714 0.306883 48.7505 -70.5392
-0.00610865 -0.0183259 0.00733038 -1.08155 -0.985843 9.89431 0.701447 49.1013 -71.3722
0.0 -0.0195477 0.00488692 -1.11984 -0.94995 9.87278 0.482245 48.7505 -70.583
-0.00488692 -0.013439 0.00733038 -1.11027 -1.00259 9.89431 0.526085 49.1013 -70.5392
0.0 -0.0183259 -0.00122173 -1.04088 -0.935593 9.84885 0.350723 48.4437 -70.2323
-0.00122173 -0.0158825 -0.00244346 -1.04088 -0.959521 9.86321 0.920649 48.1368 -70.4515
-0.00366519 -0.013439 0.00733038 -1.13659 -0.973878 9.91585 0.701447 48.9259 -70.057
-0.00488692 -0.00977384 0.00244346 -1.07677 -0.961914 9.88714 0.175362 48.4437 -69.8378
-0.00488692 -0.0146608 0.00122173 -1.1318 -0.976271 9.82492 1.05217 48.8382 -70.0131
0.00122173 -0.0146608 0.00610865 -1.11745 -0.954736 9.95174 0.745287 48.7944 -70.1008
-0.00244346 -0.00855211 0.0 -1.11984 -0.973878 9.90149 0.701447 48.8382 -69.7062
-0.00122173 -0.0183259 0.00855211 -1.08155 -0.959521 9.83928 0.745287 48.619 -70.6269
-0.00488692 -0.00610865 0.0109956 -1.07916 -0.954736 9.8991 0.0876808 49.1451 -70.4954
-0.00610865 -0.0183259 0.00244346 -1.06241 -0.952343 9.85603 0.219202 48.5313 -70.6707
-0.00122173 -0.0171042 0.00733038 -1.07677 -0.964307 9.80817 -0.438404 48.4875 -70.2762
0.0 -0.0207694 0.00244346 -1.05763 -0.985843 9.79142 0.175362 48.6629 -70.4515
-0.00122173 -0.0219911 0.00488692 -1.09113 -1.01216 9.87278 0.219202 48.9259 -70.7584
0.00366519 -0.0146608 0.00244346 -1.10309 -0.959521 9.89192 0.0438404 48.6629 -70.2762
0.0 -0.0146608 0.00733038 -1.11745 -0.947557 9.88714 -0.0876808 48.7067 -70.4515
-0.00488692 -0.0158825 0.00733038 -1.16291 -0.961914 9.83928 -0.306883 48.9697 -71.2407
-0.00488692 -0.0122173 0.00733038 -1.09352 -1.01216 9.84407 0.0876808 49.452 -70.5392
